ALGORITHM_NAME,PHM_PATTERNS_SK,PARAMETER_NAME,PARAMETER_VALUE
LAS8: Error 326,10246,ERROR_CODE_REG_EXPR,LAS8: Error 326
LAS8: Error 326,10246,THRESHOLD_DESCRIPTION,2/day - 2 consecutive days
LAS8: Error 326,10246,THRESHOLDS_DAYS,2
LAS8: Error 326,10246,THRESHOLD_DATA_DAYS,
LAS8: Error 327,10247,THRESHOLD_TYPE,CONSECUTIVE
LAS8: Error 327,10247,IHN_LEVEL3_DESC,LAS8: Error 327
LAS8: Error 327,10247,ALGORITHM_TYPE,COUNT
LAS8: Error 327,10247,ERROR_COUNT,2
LAS8: Error 327,10247,ERROR_CODE_REG_EXPR,LAS8: Error 327
LAS8: Error 327,10247,THRESHOLD_DESCRIPTION,2/day - 2 consecutive days
LAS8: Error 327,10247,THRESHOLDS_DAYS,2
LAS8: Error 327,10247,THRESHOLD_DATA_DAYS,
Overdue Carrier - Aliquoter Divert,10248,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Aliquoter Divert,10248,IHN_LEVEL3_DESC,Overdue Carrier - Aliquoter Divert
Overdue Carrier - Aliquoter Divert,10248,ALGORITHM_TYPE,COUNT
Overdue Carrier - Aliquoter Divert,10248,ERROR_COUNT,10
Overdue Carrier - Aliquoter Divert,10248,ERROR_CODE_REG_EXPR,Overdue Carrier - Aliquoter Divert
Overdue Carrier - Aliquoter Divert,10248,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Aliquoter Divert,10248,THRESHOLDS_DAYS,2
Overdue Carrier - Aliquoter Divert,10248,THRESHOLD_DATA_DAYS,
Overdue Carrier - Centrifuge 2 Gate A,10249,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Centrifuge 2 Gate A,10249,IHN_LEVEL3_DESC,Overdue Carrier - Centrifuge 2 Gate A
Overdue Carrier - Centrifuge 2 Gate A,10249,ALGORITHM_TYPE,COUNT
Overdue Carrier - Centrifuge 2 Gate A,10249,ERROR_COUNT,10
Overdue Carrier - Centrifuge 2 Gate A,10249,ERROR_CODE_REG_EXPR,Overdue Carrier - Centrifuge 2 Gate A
Overdue Carrier - Centrifuge 2 Gate A,10249,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Centrifuge 2 Gate A,10249,THRESHOLDS_DAYS,2
Overdue Carrier - Centrifuge 2 Gate A,10249,THRESHOLD_DATA_DAYS,
Overdue Carrier - Centrifuge 2 Gate B,10250,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Centrifuge 2 Gate B,10250,IHN_LEVEL3_DESC,Overdue Carrier - Centrifuge 2 Gate B
Overdue Carrier - Centrifuge 2 Gate B,10250,ALGORITHM_TYPE,COUNT
Overdue Carrier - Centrifuge 2 Gate B,10250,ERROR_COUNT,5
Overdue Carrier - Centrifuge 2 Gate B,10250,ERROR_CODE_REG_EXPR,Overdue Carrier - Centrifuge 2 Gate B
Overdue Carrier - Centrifuge 2 Gate B,10250,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Centrifuge 2 Gate B,10250,THRESHOLDS_DAYS,2
Overdue Carrier - Centrifuge 2 Gate B,10250,THRESHOLD_DATA_DAYS,
Overdue Carrier - Centrifuge 2 Gate C,10251,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Centrifuge 2 Gate C,10251,IHN_LEVEL3_DESC,Overdue Carrier - Centrifuge 2 Gate C
Overdue Carrier - Centrifuge 2 Gate C,10251,ALGORITHM_TYPE,COUNT
Overdue Carrier - Centrifuge 2 Gate C,10251,ERROR_COUNT,5
Overdue Carrier - Centrifuge 2 Gate C,10251,ERROR_CODE_REG_EXPR,Overdue Carrier - Centrifuge 2 Gate C
Overdue Carrier - Centrifuge 2 Gate C,10251,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Centrifuge 2 Gate C,10251,THRESHOLDS_DAYS,2
Overdue Carrier - Centrifuge 2 Gate C,10251,THRESHOLD_DATA_DAYS,
Overdue Carrier - Centrifuge Gate A,10252,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Centrifuge Gate A,10252,IHN_LEVEL3_DESC,Overdue Carrier - Centrifuge Gate A
Overdue Carrier - Centrifuge Gate A,10252,ALGORITHM_TYPE,COUNT
Overdue Carrier - Centrifuge Gate A,10252,ERROR_COUNT,10
Overdue Carrier - Centrifuge Gate A,10252,ERROR_CODE_REG_EXPR,Overdue Carrier - Centrifuge Gate A
Overdue Carrier - Centrifuge Gate A,10252,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Centrifuge Gate A,10252,THRESHOLDS_DAYS,2
Overdue Carrier - Centrifuge Gate A,10252,THRESHOLD_DATA_DAYS,
Overdue Carrier - Centrifuge Gate B,10253,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Centrifuge Gate B,10253,IHN_LEVEL3_DESC,Overdue Carrier - Centrifuge Gate B
Overdue Carrier - Centrifuge Gate B,10253,ALGORITHM_TYPE,COUNT
Overdue Carrier - Centrifuge Gate B,10253,ERROR_COUNT,5
Overdue Carrier - Centrifuge Gate B,10253,ERROR_CODE_REG_EXPR,Overdue Carrier - Centrifuge Gate B
Overdue Carrier - Centrifuge Gate B,10253,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Centrifuge Gate B,10253,THRESHOLDS_DAYS,2
Overdue Carrier - Centrifuge Gate B,10253,THRESHOLD_DATA_DAYS,
Overdue Carrier - Centrifuge Gate C,10254,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Centrifuge Gate C,10254,IHN_LEVEL3_DESC,Overdue Carrier - Centrifuge Gate C
Overdue Carrier - Centrifuge Gate C,10254,ALGORITHM_TYPE,COUNT
Overdue Carrier - Centrifuge Gate C,10254,ERROR_COUNT,5
Overdue Carrier - Centrifuge Gate C,10254,ERROR_CODE_REG_EXPR,Overdue Carrier - Centrifuge Gate C
Overdue Carrier - Centrifuge Gate C,10254,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Centrifuge Gate C,10254,THRESHOLDS_DAYS,2
Overdue Carrier - Centrifuge Gate C,10254,THRESHOLD_DATA_DAYS,
Overdue Carrier - Decapper Divert Gate,10255,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Decapper Divert Gate,10255,IHN_LEVEL3_DESC,Overdue Carrier - Decapper Divert Gate
Overdue Carrier - Decapper Divert Gate,10255,ALGORITHM_TYPE,COUNT
Overdue Carrier - Decapper Divert Gate,10255,ERROR_COUNT,10
Overdue Carrier - Decapper Divert Gate,10255,ERROR_CODE_REG_EXPR,Overdue Carrier - Decapper Divert Gate
Overdue Carrier - Decapper Divert Gate,10255,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Decapper Divert Gate,10255,THRESHOLDS_DAYS,2
Overdue Carrier - Decapper Divert Gate,10255,THRESHOLD_DATA_DAYS,
Overdue Carrier - Decapper Gate,10256,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Decapper Gate,10256,IHN_LEVEL3_DESC,Overdue Carrier - Decapper Gate
Overdue Carrier - Decapper Gate,10256,ALGORITHM_TYPE,COUNT
Overdue Carrier - Decapper Gate,10256,ERROR_COUNT,5
Overdue Carrier - Decapper Gate,10256,ERROR_CODE_REG_EXPR,Overdue Carrier - Decapper Gate
Overdue Carrier - Decapper Gate,10256,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Decapper Gate,10256,THRESHOLDS_DAYS,2
Overdue Carrier - Decapper Gate,10256,THRESHOLD_DATA_DAYS,
Overdue Carrier - Desealer Divert,10257,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Desealer Divert,10257,IHN_LEVEL3_DESC,Overdue Carrier - Desealer Divert
Overdue Carrier - Desealer Divert,10257,ALGORITHM_TYPE,COUNT
Overdue Carrier - Desealer Divert,10257,ERROR_COUNT,10
Overdue Carrier - Desealer Divert,10257,ERROR_CODE_REG_EXPR,Overdue Carrier - Desealer Divert
Overdue Carrier - Desealer Divert,10257,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Desealer Divert,10257,THRESHOLDS_DAYS,2
Overdue Carrier - Desealer Divert,10257,THRESHOLD_DATA_DAYS,
Overdue Carrier - Desealer Gate,10258,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Desealer Gate,10258,IHN_LEVEL3_DESC,Overdue Carrier - Desealer Gate
Overdue Carrier - Desealer Gate,10258,ALGORITHM_TYPE,COUNT
Overdue Carrier - Desealer Gate,10258,ERROR_COUNT,5
Overdue Carrier - Desealer Gate,10258,ERROR_CODE_REG_EXPR,Overdue Carrier - Desealer Gate
Overdue Carrier - Desealer Gate,10258,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Desealer Gate,10258,THRESHOLDS_DAYS,2
Overdue Carrier - Desealer Gate,10258,THRESHOLD_DATA_DAYS,
Overdue Carrier - Instrument 1 Gate,10259,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Instrument 1 Gate,10259,IHN_LEVEL3_DESC,Overdue Carrier - Instrument 1 Gate
Overdue Carrier - Instrument 1 Gate,10259,ALGORITHM_TYPE,COUNT
Overdue Carrier - Instrument 1 Gate,10259,ERROR_COUNT,10
Overdue Carrier - Instrument 1 Gate,10259,ERROR_CODE_REG_EXPR,Overdue Carrier - Instrument 1 Gate
Overdue Carrier - Instrument 1 Gate,10259,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Instrument 1 Gate,10259,THRESHOLDS_DAYS,2
Overdue Carrier - Instrument 1 Gate,10259,THRESHOLD_DATA_DAYS,
Overdue Carrier - Instrument 2 Gate,10260,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Instrument 2 Gate,10260,IHN_LEVEL3_DESC,Overdue Carrier - Instrument 2 Gate
Overdue Carrier - Instrument 2 Gate,10260,ALGORITHM_TYPE,COUNT
Overdue Carrier - Instrument 2 Gate,10260,ERROR_COUNT,10
Overdue Carrier - Instrument 2 Gate,10260,ERROR_CODE_REG_EXPR,Overdue Carrier - Instrument 2 Gate
Overdue Carrier - Instrument 2 Gate,10260,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Instrument 2 Gate,10260,THRESHOLDS_DAYS,2
Overdue Carrier - Instrument 2 Gate,10260,THRESHOLD_DATA_DAYS,
Overdue Carrier - Instrument 3 Gate,10261,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Instrument 3 Gate,10261,IHN_LEVEL3_DESC,Overdue Carrier - Instrument 3 Gate
Overdue Carrier - Instrument 3 Gate,10261,ALGORITHM_TYPE,COUNT
Overdue Carrier - Instrument 3 Gate,10261,ERROR_COUNT,10
Overdue Carrier - Instrument 3 Gate,10261,ERROR_CODE_REG_EXPR,Overdue Carrier - Instrument 3 Gate
Overdue Carrier - Instrument 3 Gate,10261,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Instrument 3 Gate,10261,THRESHOLDS_DAYS,2
Overdue Carrier - Instrument 3 Gate,10261,THRESHOLD_DATA_DAYS,
Overdue Carrier - Instrument 4 Gate,10262,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Instrument 4 Gate,10262,IHN_LEVEL3_DESC,Overdue Carrier - Instrument 4 Gate
Overdue Carrier - Instrument 4 Gate,10262,ALGORITHM_TYPE,COUNT
Overdue Carrier - Instrument 4 Gate,10262,ERROR_COUNT,10
Overdue Carrier - Instrument 4 Gate,10262,ERROR_CODE_REG_EXPR,Overdue Carrier - Instrument 4 Gate
Overdue Carrier - Instrument 4 Gate,10262,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Instrument 4 Gate,10262,THRESHOLDS_DAYS,2
Overdue Carrier - Instrument 4 Gate,10262,THRESHOLD_DATA_DAYS,
Overdue Carrier - Instrument 5 Gate,10263,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Instrument 5 Gate,10263,IHN_LEVEL3_DESC,Overdue Carrier - Instrument 5 Gate
Overdue Carrier - Instrument 5 Gate,10263,ALGORITHM_TYPE,COUNT
Overdue Carrier - Instrument 5 Gate,10263,ERROR_COUNT,10
Overdue Carrier - Instrument 5 Gate,10263,ERROR_CODE_REG_EXPR,Overdue Carrier - Instrument 5 Gate
Overdue Carrier - Instrument 5 Gate,10263,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Instrument 5 Gate,10263,THRESHOLDS_DAYS,2
Overdue Carrier - Instrument 5 Gate,10263,THRESHOLD_DATA_DAYS,
Overdue Carrier - Instrument 6 Gate,10264,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Instrument 6 Gate,10264,IHN_LEVEL3_DESC,Overdue Carrier - Instrument 6 Gate
Overdue Carrier - Instrument 6 Gate,10264,ALGORITHM_TYPE,COUNT
Overdue Carrier - Instrument 6 Gate,10264,ERROR_COUNT,10
Overdue Carrier - Instrument 6 Gate,10264,ERROR_CODE_REG_EXPR,Overdue Carrier - Instrument 6 Gate
Overdue Carrier - Instrument 6 Gate,10264,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Instrument 6 Gate,10264,THRESHOLDS_DAYS,2
Overdue Carrier - Instrument 6 Gate,10264,THRESHOLD_DATA_DAYS,
Overdue Carrier - Instrument 7 Gate,10265,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Instrument 7 Gate,10265,IHN_LEVEL3_DESC,Overdue Carrier - Instrument 7 Gate
Overdue Carrier - Instrument 7 Gate,10265,ALGORITHM_TYPE,COUNT
Overdue Carrier - Instrument 7 Gate,10265,ERROR_COUNT,10
Overdue Carrier - Instrument 7 Gate,10265,ERROR_CODE_REG_EXPR,Overdue Carrier - Instrument 7 Gate
Overdue Carrier - Instrument 7 Gate,10265,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Instrument 7 Gate,10265,THRESHOLDS_DAYS,2
Overdue Carrier - Instrument 7 Gate,10265,THRESHOLD_DATA_DAYS,
Overdue Carrier - Instrument 8 Gate,10266,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Instrument 8 Gate,10266,IHN_LEVEL3_DESC,Overdue Carrier - Instrument 8 Gate
Overdue Carrier - Instrument 8 Gate,10266,ALGORITHM_TYPE,COUNT
Overdue Carrier - Instrument 8 Gate,10266,ERROR_COUNT,10
Overdue Carrier - Instrument 8 Gate,10266,ERROR_CODE_REG_EXPR,Overdue Carrier - Instrument 8 Gate
Overdue Carrier - Instrument 8 Gate,10266,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Instrument 8 Gate,10266,THRESHOLDS_DAYS,2
Overdue Carrier - Instrument 8 Gate,10266,THRESHOLD_DATA_DAYS,
Overdue Carrier - IOM Divert Gate,10267,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - IOM Divert Gate,10267,IHN_LEVEL3_DESC,Overdue Carrier - IOM Divert Gate
Overdue Carrier - IOM Divert Gate,10267,ALGORITHM_TYPE,COUNT
Overdue Carrier - IOM Divert Gate,10267,ERROR_COUNT,10
Overdue Carrier - IOM Divert Gate,10267,ERROR_CODE_REG_EXPR,Overdue Carrier - IOM Divert Gate
Overdue Carrier - IOM Divert Gate,10267,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - IOM Divert Gate,10267,THRESHOLDS_DAYS,2
Overdue Carrier - IOM Divert Gate,10267,THRESHOLD_DATA_DAYS,
Overdue Carrier - IOM Gate A,10268,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - IOM Gate A,10268,IHN_LEVEL3_DESC,Overdue Carrier - IOM Gate A
Overdue Carrier - IOM Gate A,10268,ALGORITHM_TYPE,COUNT
Overdue Carrier - IOM Gate A,10268,ERROR_COUNT,5
Overdue Carrier - IOM Gate A,10268,ERROR_CODE_REG_EXPR,Overdue Carrier - IOM Gate A
Overdue Carrier - IOM Gate A,10268,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - IOM Gate A,10268,THRESHOLDS_DAYS,2
Overdue Carrier - IOM Gate A,10268,THRESHOLD_DATA_DAYS,
Overdue Carrier - IOM Gate B,10269,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - IOM Gate B,10269,IHN_LEVEL3_DESC,Overdue Carrier - IOM Gate B
Overdue Carrier - IOM Gate B,10269,ALGORITHM_TYPE,COUNT
Overdue Carrier - IOM Gate B,10269,ERROR_COUNT,5
Overdue Carrier - IOM Gate B,10269,ERROR_CODE_REG_EXPR,Overdue Carrier - IOM Gate B
Overdue Carrier - IOM Gate B,10269,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - IOM Gate B,10269,THRESHOLDS_DAYS,2
Overdue Carrier - IOM Gate B,10269,THRESHOLD_DATA_DAYS,
Overdue Carrier - IOM Gate C,10270,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - IOM Gate C,10270,IHN_LEVEL3_DESC,Overdue Carrier - IOM Gate C
Overdue Carrier - IOM Gate C,10270,ALGORITHM_TYPE,COUNT
Overdue Carrier - IOM Gate C,10270,ERROR_COUNT,5
Overdue Carrier - IOM Gate C,10270,ERROR_CODE_REG_EXPR,Overdue Carrier - IOM Gate C
Overdue Carrier - IOM Gate C,10270,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - IOM Gate C,10270,THRESHOLDS_DAYS,2
Overdue Carrier - IOM Gate C,10270,THRESHOLD_DATA_DAYS,
Overdue Carrier - Resealer Divert Gate,10271,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Resealer Divert Gate,10271,IHN_LEVEL3_DESC,Overdue Carrier - Resealer Divert Gate
Overdue Carrier - Resealer Divert Gate,10271,ALGORITHM_TYPE,COUNT
Overdue Carrier - Resealer Divert Gate,10271,ERROR_COUNT,10
Overdue Carrier - Resealer Divert Gate,10271,ERROR_CODE_REG_EXPR,Overdue Carrier - Resealer Divert Gate
Overdue Carrier - Resealer Divert Gate,10271,THRESHOLD_DESCRIPTION,10/day - 2 consecutive days
Overdue Carrier - Resealer Divert Gate,10271,THRESHOLDS_DAYS,2
Overdue Carrier - Resealer Divert Gate,10271,THRESHOLD_DATA_DAYS,
Overdue Carrier - Resealer Gate,10272,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Resealer Gate,10272,IHN_LEVEL3_DESC,Overdue Carrier - Resealer Gate
Overdue Carrier - Resealer Gate,10272,ALGORITHM_TYPE,COUNT
Overdue Carrier - Resealer Gate,10272,ERROR_COUNT,5
Overdue Carrier - Resealer Gate,10272,ERROR_CODE_REG_EXPR,Overdue Carrier - Resealer Gate
Overdue Carrier - Resealer Gate,10272,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Resealer Gate,10272,THRESHOLDS_DAYS,2
Overdue Carrier - Resealer Gate,10272,THRESHOLD_DATA_DAYS,
Overdue Carrier - Return Gate 1,10273,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Return Gate 1,10273,IHN_LEVEL3_DESC,Overdue Carrier - Return Gate 1
Overdue Carrier - Return Gate 1,10273,ALGORITHM_TYPE,COUNT
Overdue Carrier - Return Gate 1,10273,ERROR_COUNT,5
Overdue Carrier - Return Gate 1,10273,ERROR_CODE_REG_EXPR,Overdue Carrier - Return Gate 1
Overdue Carrier - Return Gate 1,10273,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Return Gate 1,10273,THRESHOLDS_DAYS,2
Overdue Carrier - Return Gate 1,10273,THRESHOLD_DATA_DAYS,
Overdue Carrier - Return Gate 2,10274,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Return Gate 2,10274,IHN_LEVEL3_DESC,Overdue Carrier - Return Gate 2
Overdue Carrier - Return Gate 2,10274,ALGORITHM_TYPE,COUNT
Overdue Carrier - Return Gate 2,10274,ERROR_COUNT,5
Overdue Carrier - Return Gate 2,10274,ERROR_CODE_REG_EXPR,Overdue Carrier - Return Gate 2
Overdue Carrier - Return Gate 2,10274,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Return Gate 2,10274,THRESHOLDS_DAYS,2
Overdue Carrier - Return Gate 2,10274,THRESHOLD_DATA_DAYS,
Overdue Carrier - Return Gate 3,10275,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Return Gate 3,10275,IHN_LEVEL3_DESC,Overdue Carrier - Return Gate 3
Overdue Carrier - Return Gate 3,10275,ALGORITHM_TYPE,COUNT
Overdue Carrier - Return Gate 3,10275,ERROR_COUNT,5
Overdue Carrier - Return Gate 3,10275,ERROR_CODE_REG_EXPR,Overdue Carrier - Return Gate 3
Overdue Carrier - Return Gate 3,10275,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Return Gate 3,10275,THRESHOLDS_DAYS,2
Overdue Carrier - Return Gate 3,10275,THRESHOLD_DATA_DAYS,
Overdue Carrier - Return Gate 4,10276,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Return Gate 4,10276,IHN_LEVEL3_DESC,Overdue Carrier - Return Gate 4
Overdue Carrier - Return Gate 4,10276,ALGORITHM_TYPE,COUNT
Overdue Carrier - Return Gate 4,10276,ERROR_COUNT,5
Overdue Carrier - Return Gate 4,10276,ERROR_CODE_REG_EXPR,Overdue Carrier - Return Gate 4
Overdue Carrier - Return Gate 4,10276,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Return Gate 4,10276,THRESHOLDS_DAYS,2
Overdue Carrier - Return Gate 4,10276,THRESHOLD_DATA_DAYS,
Overdue Carrier - Return Gate 5,10277,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Return Gate 5,10277,IHN_LEVEL3_DESC,Overdue Carrier - Return Gate 5
Overdue Carrier - Return Gate 5,10277,ALGORITHM_TYPE,COUNT
Overdue Carrier - Return Gate 5,10277,ERROR_COUNT,5
Overdue Carrier - Return Gate 5,10277,ERROR_CODE_REG_EXPR,Overdue Carrier - Return Gate 5
Overdue Carrier - Return Gate 5,10277,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Return Gate 5,10277,THRESHOLDS_DAYS,2
Overdue Carrier - Return Gate 5,10277,THRESHOLD_DATA_DAYS,
Overdue Carrier - Return Gate 6,10278,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Return Gate 6,10278,IHN_LEVEL3_DESC,Overdue Carrier - Return Gate 6
Overdue Carrier - Return Gate 6,10278,ALGORITHM_TYPE,COUNT
Overdue Carrier - Return Gate 6,10278,ERROR_COUNT,5
Overdue Carrier - Return Gate 6,10278,ERROR_CODE_REG_EXPR,Overdue Carrier - Return Gate 6
Overdue Carrier - Return Gate 6,10278,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Return Gate 6,10278,THRESHOLDS_DAYS,2
Overdue Carrier - Return Gate 6,10278,THRESHOLD_DATA_DAYS,
Overdue Carrier - Return Gate 7,10279,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Return Gate 7,10279,IHN_LEVEL3_DESC,Overdue Carrier - Return Gate 7
Overdue Carrier - Return Gate 7,10279,ALGORITHM_TYPE,COUNT
Overdue Carrier - Return Gate 7,10279,ERROR_COUNT,5
Overdue Carrier - Return Gate 7,10279,ERROR_CODE_REG_EXPR,Overdue Carrier - Return Gate 7
Overdue Carrier - Return Gate 7,10279,THRESHOLD_DESCRIPTION,5/day - 2 consecutive days
Overdue Carrier - Return Gate 7,10279,THRESHOLDS_DAYS,2
Overdue Carrier - Return Gate 7,10279,THRESHOLD_DATA_DAYS,
Overdue Carrier - Return Gate 8,10280,THRESHOLD_TYPE,CONSECUTIVE
Overdue Carrier - Return Gate 8,10280,IHN_LEVEL3_DESC,Overdue Carrier - Return Gate 8
