BATCH_NUM,CITY,COUNTRY,CREATED_BY,CUSTOMER,CUSTOMER_NUMBER,DATE_CREATED,DEVICE_ID,DEVICE_VALUE,EXPERIENCE_CODE,FLAG_DATE,FLAG_YN,IHN_LEVEL3_DESC,IS_MANUAL_EXEC,PHM_ALGORITHM_DEFINITIONS_SK,PHM_PATTERNS_SK,PHM_PRODUCT_LINE_CODE,PHM_THRESHOLDS_SK,PROCESSID,PRODUCT_FAMILY,REMARKS,RUN_DATE,SN,DUMMY
"BTH1200","North America","USA","A3600 ALGORITHM","QUALTEX ATLANTA","0056285448",10/24/2019 1:05:21 PM,"194283",16,"C9B1",10/23/2019 11:33:20 PM,"YES","Head Down Failure DCM 1006","N",1040,186,852,161,5406657,"A3600","32,6",10/24/2019,"ACP196DEC06",
"BTH1200","North America","USA","A3600 ALGORITHM","BAYLOR SCOTT & WHITE HOSPITAL","0050124205",10/24/2019 1:07:59 PM,"124679",3.25,"C7Y3",10/23/2019 10:42:10 PM,"YES","Unreadable Sample ID ISR 5015","N",1040,130,857,103,5406657,"A3600","8,1",10/24/2019,"ACP002I2S01",
"BTH1200","North America","USA","A3600 ALGORITHM","QUALTEX ATLANTA","0056285448",10/24/2019 1:05:44 PM,"194283",2,"C935",10/23/2019 10:38:36 PM,"YES","Internal Barrier Sensor Engaged SRM 0FE7","N",1040,194,854,169,5406657,"A3600","45,1",10/24/2019,"ACP196SRM01",
"BTH1200","North America","USA","A3600 ALGORITHM","BAYLOR SCOTT & WHITE HOSPITAL","0050124205",10/24/2019 1:07:19 PM,"124679",21.72,"C7Y3",10/23/2019 10:32:08 PM,"YES","Unreadable Sample ID ISR 5015","N",1040,130,857,103,5406657,"A3600","10,2",10/24/2019,"ACP002I2S02",
"BTH1200","North America","USA","A3600 ALGORITHM","QUALTEX ATLANTA","0056285448",10/24/2019 1:08:06 PM,"194283",45.88,"C7Y2",10/23/2019 10:29:24 PM,"YES","Unreadable Sample ID SRM 0E05","N",1040,138,854,104,5406657,"A3600","45,1",10/24/2019,"ACP196SRM01",
"BTH1200","North America","USA","A3600 ALGORITHM","UNIVERSITY VIRGINIA","0050375336",10/24/2019 1:04:44 PM,"177255",85,"C921",10/23/2019 10:17:47 PM,"YES","Carrier Run Away IOM 8018","N",1040,228,840,144,5406657,"A3600","1,1",10/24/2019,"ACP120",
"BTH1200","North America","USA","A3600 ALGORITHM","QUALTEX ATLANTA","0056285448",10/24/2019 1:05:50 PM,"194283",26,"C964",10/23/2019 9:23:32 PM,"YES","Pass Error - Barcode Reader Gate IOM 0423","N",1040,120,840,248,5406657,"A3600","1,1",10/24/2019,"ACP196",
"BTH1200","North America","USA","A3600 ALGORITHM","SETON MEDICAL CENTER","0055929293",10/24/2019 1:08:29 PM,"202707",39.62,"C7Y2",10/23/2019 8:29:20 PM,"YES","Unreadable Sample ID SRM 0E05","N",1040,138,866,104,5406657,"A3600","2,1",10/24/2019,"ACP231SRS01",
"BTH1200","North America","USA","A3600 ALGORITHM","SAN JOAQUIN GENERAL HOSP","0050014141",10/24/2019 1:04:01 PM,"167585",5,"C95L",10/23/2019 8:19:04 PM,"YES","Axis Z Down Failure SRM 0EBB","N",1040,113,866,207,5406657,"A3600","15,1",10/24/2019,"ACP043SRS01",
"BTH1200","Latin America","CANADA","A3600 ALGORITHM","LIFELABS MEDICAL LAB - KRL","0056663503",10/24/2019 1:03:59 PM,"180236",11,"C95H",10/23/2019 7:49:41 PM,"YES","Axis Z Down Failure RIM 0B9E","N",1040,103,864,199,5406657,"A3600","43,2",10/24/2019,"ACP083RIM02",
"BTH1200","North America","USA","A3600 ALGORITHM","BAYLOR SCOTT & WHITE HOSPITAL","0050124205",10/24/2019 1:07:38 PM,"124679",4.65,"C7Y3",10/23/2019 7:07:05 PM,"YES","Unreadable Sample ID ISR 5015","N",1040,130,857,103,5406657,"A3600","17,4",10/24/2019,"ACP002I2S04",
"BTH1200","North America","USA","A3600 ALGORITHM","HIGHLAND HOSPITAL","0050014547",10/24/2019 1:05:35 PM,"164954",30,"C991",10/23/2019 5:12:56 PM,"YES","Head Down Failure SM 9011","N",1040,159,853,150,5406657,"A3600","12,1",10/24/2019,"ACP071RES01",
"BTH0600","Europe","SWEDEN","A3600 ALGORITHM","SUNDERBY SJUKHUS","5000101-0",10/24/2019 6:16:55 AM,"208176",11.17,"C7Y3",10/23/2019 5:12:38 PM,"YES","Unreadable Sample ID ISR 5015","N",1040,130,857,103,5403185,"A3600","16,1",10/24/2019,"ACP178I2S01",
"BTH1200","North America","USA","A3600 ALGORITHM","SAN JOAQUIN GENERAL HOSP","0050014141",10/24/2019 1:06:47 PM,"167585",5,"C942",10/23/2019 5:07:14 PM,"YES","Tube Drop Failure SRM 0FFA","N",1040,161,866,90,5406657,"A3600","15,1",10/24/2019,"ACP043SRS01",
"BTH1200","Latin America","CANADA","A3600 ALGORITHM","LIFELABS MEDICAL LAB - KRL","0056663503",10/24/2019 1:05:09 PM,"180236",16,"C9AD",10/23/2019 4:48:37 PM,"YES","Foil Lost SM 9097","N",1040,182,853,160,5406657,"A3600","27,1",10/24/2019,"ACP083RES01",
"BTH0600","Europe","FRANCE","A3600 ALGORITHM","D'EYLAU","694601-0",10/24/2019 6:16:06 AM,"132622",2,"C9B4",10/23/2019 4:38:18 PM,"YES","Head Rotation To Waste Position Error DCM 1083","N",1040,201,852,170,5403185,"A3600","4,1",10/24/2019,"ACP036DEC01",
"BTH0600","Europe","FRANCE","A3600 ALGORITHM","D'EYLAU","694601-0",10/24/2019 6:16:11 AM,"132622",1,"C9B5",10/23/2019 4:37:29 PM,"YES","Incorrect Head Rotation DCM 108D","N",1040,204,852,173,5403185,"A3600","4,1",10/24/2019,"ACP036DEC01",
"BTH1200","North America","USA","A3600 ALGORITHM","BAYLOR SCOTT & WHITE HOSPITAL","0050124205",10/24/2019 1:05:11 PM,"124679",6,"C9AD",10/23/2019 4:27:06 PM,"YES","Foil Lost SM 9097","N",1040,182,853,160,5406657,"A3600","20,1",10/24/2019,"ACP002RES01",
"BTH1200","North America","USA","A3600 ALGORITHM","INTERMOUNTAIN HEALTHCARE","0055429393",10/24/2019 1:04:14 PM,"183483",10,"C9C1",10/23/2019 4:02:59 PM,"YES","Cap Drop Failure DCM 1087","N",1040,209,852,174,5406657,"A3600","7,1",10/24/2019,"ACP128DEC01",
"BTH1200","North America","USA","A3600 ALGORITHM","QUALTEX ATLANTA","0056285448",10/24/2019 1:05:39 PM,"194283",2,"C9B2",10/23/2019 3:52:10 PM,"YES","Head Up Failure DCM 108A","N",1040,191,852,165,5406657,"A3600","33,7",10/24/2019,"ACP196DEC07",
"BTH1200","North America","USA","A3600 ALGORITHM","QUALTEX ATLANTA","0056285448",10/24/2019 1:05:42 PM,"194283",1,"C9B5",10/23/2019 3:50:49 PM,"YES","Incorrect Head Rotation DCM 108D","N",1040,204,852,173,5406657,"A3600","33,7",10/24/2019,"ACP196DEC07",
"BTH1400","Asia Pacific","THAILAND","A3600 ALGORITHM","POLICE GENERAL HOSPITAL *","106001-0",10/24/2019 3:23:11 PM,"206703",23,"C921",10/23/2019 1:35:59 PM,"YES","Carrier Run Away IOM 8018","N",1040,228,840,144,5407624,"A3600","1,1",10/24/2019,"ACP260",
"BTH0600","Europe","ITALY","A3600 ALGORITHM","Ospedale Goretti  LABORATORIO ANALISI","501130-1",10/24/2019 6:16:00 AM,"207413",6,"C9B1",10/23/2019 1:11:55 PM,"YES","Head Down Failure DCM 1006","N",1040,186,852,161,5403185,"A3600","9,2",10/24/2019,"ACP257DEC02",
"BTH1400","China","CHINA","A3600 ALGORITHM","???????","10638-0",10/24/2019 3:25:31 PM,"210386",30,"C7Y2",10/23/2019 1:03:12 PM,"YES","Unreadable Sample ID SRM 0E05","N",1040,138,866,104,5407624,"A3600","12,1",10/24/2019,"ACP111SRM01",
"BTH1200","North America","USA","A3600 ALGORITHM","QUALTEX ATLANTA","0056285448",10/24/2019 1:06:19 PM,"194283",25,"C969",10/23/2019 12:29:09 PM,"YES","Pass Error - Load Gate CM 0622","N",1040,101,851,243,5406657,"A3600","5,2",10/24/2019,"ACP196CCM02",
"BTH1400","Asia Pacific","VIETNAM","A3600 ALGORITHM","Cho Ray Hospital","157BV003-157BV003",10/24/2019 3:24:52 PM,"173549",18,"C969",10/23/2019 12:21:11 PM,"YES","Pass Error - Load Gate CM 0622","N",1040,101,851,243,5407624,"A3600","2,1",10/24/2019,"ACP110CCM01",
"BTH1400","Asia Pacific","VIETNAM","A3600 ALGORITHM","108 Hospital","157BV108-157",10/24/2019 3:25:33 PM,"206702",100,"C7Y2",10/23/2019 11:44:52 AM,"YES","Unreadable Sample ID SRM 0E05","N",1040,138,866,104,5407624,"A3600","12,1",10/24/2019,"ACP254SRM01",
"BTH1200","North America","USA","A3600 ALGORITHM","QUALTEX ATLANTA","0056285448",10/24/2019 1:05:25 PM,"194283",4,"C9B1",10/23/2019 11:33:12 AM,"YES","Head Down Failure DCM 1006","N",1040,186,852,161,5406657,"A3600","29,4",10/24/2019,"ACP196DEC04",
"BTH1400","Asia Pacific","VIETNAM","A3600 ALGORITHM","Cho Ray Hospital","157BV003-157BV003",10/24/2019 3:25:09 PM,"173549",1,"C7T3",10/23/2019 10:29:04 AM,"YES","Temperature Heater Sensor Error SM 90A6","N",1040,95,853,88,5407624,"A3600","10,1",10/24/2019,"ACP110RES01",
"BTH1200","North America","USA","A3600 ALGORITHM","DELL SETON MEDICAL CENTER","0056713890",10/24/2019 1:06:41 PM,"203700",1,"C932",10/23/2019 6:55:18 AM,"YES","Rack Out Failure SRM 0F83","N",1040,151,866,148,5406657,"A3600","15,1",10/24/2019,"ACP229SRM01",
"BTH1200","North America","USA","A3600 ALGORITHM","SAN JOAQUIN GENERAL HOSP","0050014141",10/24/2019 1:06:16 PM,"167585",5,"C969",10/23/2019 5:16:34 AM,"YES","Pass Error - Load Gate CM 0622","N",1040,101,851,243,5406657,"A3600","2,1",10/24/2019,"ACP043CCM01",
"BTH1400","Asia Pacific","VIETNAM","A3600 ALGORITHM","Cho Ray Hospital","157BV003-157BV003",10/24/2019 3:24:28 PM,"173549",1,"C935",10/23/2019 12:00:11 AM,"YES","Internal Barrier Sensor Engaged SRM 0FE7","N",1040,194,866,169,5407624,"A3600","12,1",10/24/2019,"ACP110SRS01",
"BTH0600","Europe","FRANCE","A3600 ALGORITHM","D'EYLAU","694601-0",10/24/2019 6:16:42 AM,"132622",5,"C942",10/22/2019 11:33:17 PM,"YES","Tube Drop Failure SRM 0FFA","N",1040,161,854,90,5403185,"A3600","16,1",10/24/2019,"ACP036SRM01",
"BTH0600","Europe","FRANCE","A3600 ALGORITHM","D'EYLAU","694601-0",10/24/2019 6:16:34 AM,"132622",1,"C932",10/22/2019 8:30:08 PM,"YES","Rack Out Failure SRM 0F83","N",1040,151,854,148,5403185,"A3600","16,1",10/24/2019,"ACP036SRM01",
"BTH1000","North America","USA","A3600 ALGORITHM","UNIVERSITY VIRGINIA","0050375336",10/21/2019 10:03:15 AM,"177255",24,"C942",10/20/2019 11:20:48 PM,"YES","Tube Drop Failure SRM 0FFA","N",1040,161,854,90,5369300,"A3600","15,1",10/21/2019,"ACP120SRM01",
"BTH1000","North America","USA","A3600 ALGORITHM","WVA UNIVERSITY HOSPITAL","0050380823",10/21/2019 10:03:10 AM,"128707",2,"C934",10/20/2019 7:41:26 PM,"YES","I/O Barrier Failure SRM 0F8D","N",1040,192,854,164,5369300,"A3600","15,1",10/21/2019,"ACP019SRM01",
"BTH0000","AMT","SAUDI ARABIA","A3600 ALGORITHM","MOH MATERNITY HOSPITAL-M-WR","0056687438",10/20/2019 12:03:47 AM,"209589",50,"C7Y2",10/19/2019 1:13:06 AM,"YES","Unreadable Sample ID SRM 0E05","N",1040,138,854,104,5350698,"A3600","15,1",10/20/2019,"ACP175SRM01",
"BTH0000","AMT","SAUDI ARABIA","A3600 ALGORITHM","MOH MATERNITY HOSPITAL-M-WR","0056687438",10/20/2019 12:03:37 AM,"209589",112,"C968",10/19/2019 12:40:12 AM,"YES","Pass Error - Unload Gate CM 0621","N",1040,96,851,241,5350698,"A3600","2,1",10/20/2019,"ACP175CCM01",
"BTH0200","Europe","SWEDEN","A3600 ALGORITHM","SUNDERBY SJUKHUS","5000101-0",10/19/2019 2:20:30 AM,"208176",6.91,"C7Y3",10/18/2019 4:35:54 PM,"YES","Unreadable Sample ID ISR 5015","N",1040,130,857,103,5341710,"A3600","16,1",10/19/2019,"ACP178I2S01",
"BTH0200","Europe","SWEDEN","A3600 ALGORITHM","SUNDERBY SJUKHUS","5000101-0",10/19/2019 2:19:53 AM,"208176",17,"C921",10/18/2019 4:21:31 PM,"YES","Carrier Run Away IOM 8018","N",1040,228,840,144,5341710,"A3600","1,1",10/19/2019,"ACP178",
"BTH0200","Europe","FRANCE","A3600 ALGORITHM","NHO NOUVEL HOPITAL D'ORLEANS","586004-0",10/19/2019 2:20:20 AM,"164364",2,"C942",10/18/2019 1:38:38 PM,"YES","Tube Drop Failure SRM 0FFA","N",1040,161,866,90,5341710,"A3600","18,1",10/19/2019,"ACP064SRS01",
"BTH0200","Europe","FRANCE","A3600 ALGORITHM","NHO NOUVEL HOPITAL D'ORLEANS","586004-0",10/19/2019 2:20:06 AM,"164364",33,"C9B1",10/18/2019 1:32:15 PM,"YES","Head Down Failure DCM 1006","N",1040,186,852,161,5341710,"A3600","4,1",10/19/2019,"ACP064DEC01",
"BTH0200","AMT","SAUDI ARABIA","A3600 ALGORITHM","MOH GEN. HEALTH DIR. -TAIF","0056687598",10/19/2019 2:20:13 AM,"208631",5,"C965",10/18/2019 1:41:39 AM,"YES","Pass Error - Empty Carrier Divert Gate IOM 0424","N",1040,123,840,250,5341710,"A3600","1,1",10/19/2019,"ACP135",
"BTH0200","Europe","SWEDEN","A3600 ALGORITHM","SUNDERBY SJUKHUS","5000101-0",10/19/2019 2:19:52 AM,"208176",41,"C921",10/17/2019 9:00:45 PM,"YES","Carrier Run Away IOM 8018","N",1040,228,840,144,5341710,"A3600","1,1",10/19/2019,"ACP178",
"BTH0200","Europe","SWEDEN","A3600 ALGORITHM","SUNDERBY SJUKHUS","5000101-0",10/19/2019 2:20:29 AM,"208176",11.3,"C7Y3",10/17/2019 8:54:43 PM,"YES","Unreadable Sample ID ISR 5015","N",1040,130,857,103,5341710,"A3600","16,1",10/19/2019,"ACP178I2S01",
"BTH0200","Europe","FRANCE","A3600 ALGORITHM","DES DEUX RIVES","1054803-0",10/19/2019 2:20:03 AM,"203469",28,"C9B1",10/17/2019 1:23:44 PM,"YES","Head Down Failure DCM 1006","N",1040,186,852,161,5341710,"A3600","17,2",10/19/2019,"ACP188DEC02",
