ALGORITHM_NAME,PHM_PATTERNS_SK,PARAMETER_NAME,PARAMETER_VALUE
# Carrier Runaway From Load Gate CM 06FD,92,MODULE,CM
# Carrier Runaway From Load Gate CM 06FD,92,ERROR_CODE_VALUE,06FD
# Carrier Runaway From Load Gate CM 06FD,92,IHN_LEVEL3_DESC,Carrier Runaway From Load Gate CM 06FD
# Carrier Runaway From Load Gate CM 06FD,92,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Runaway From Load Gate CM 06FD,92,ERROR_COUNT,10
# Carrier Runaway From Load Gate CM 06FD,92,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Carrier Runaway From Load Gate CM 06FD,92,THRESHOLDS_DAYS,2
# Carrier Runaway From Load Gate CM 06FD,92,THRESHOLD_DATA_DAYS,2
# Pass Error - Divert Gate CM 0620,93,MODULE,CM
# Pass Error - Divert Gate CM 0620,93,ERROR_CODE_VALUE,0620
# Pass Error - Divert Gate CM 0620,93,IHN_LEVEL3_DESC,Pass Error - Divert Gate CM 0620
# Pass Error - Divert Gate CM 0620,93,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Divert Gate CM 0620,93,ERROR_COUNT,5
# Pass Error - Divert Gate CM 0620,93,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Divert Gate CM 0620,93,THRESHOLDS_DAYS,2
# Pass Error - Divert Gate CM 0620,93,THRESHOLD_DATA_DAYS,2
# Carrier Not Released on Track from Return Gate ISR 5022,94,MODULE,ISR
# Carrier Not Released on Track from Return Gate ISR 5022,94,ERROR_CODE_VALUE,5022
# Carrier Not Released on Track from Return Gate ISR 5022,94,IHN_LEVEL3_DESC,Carrier Not Released on Track from Return Gate ISR 5022
# Carrier Not Released on Track from Return Gate ISR 5022,94,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Not Released on Track from Return Gate ISR 5022,94,ERROR_COUNT,2
# Carrier Not Released on Track from Return Gate ISR 5022,94,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Carrier Not Released on Track from Return Gate ISR 5022,94,THRESHOLDS_DAYS,2
# Carrier Not Released on Track from Return Gate ISR 5022,94,THRESHOLD_DATA_DAYS,2
# Temperature Heater Sensor Error SM 90A6,95,MODULE,SM
# Temperature Heater Sensor Error SM 90A6,95,ERROR_CODE_VALUE,90A6
# Temperature Heater Sensor Error SM 90A6,95,IHN_LEVEL3_DESC,Temperature Heater Sensor Error SM 90A6
# Temperature Heater Sensor Error SM 90A6,95,ALGORITHM_TYPE,ERROR_COUNT
# Temperature Heater Sensor Error SM 90A6,95,ERROR_COUNT,1
# Temperature Heater Sensor Error SM 90A6,95,THRESHOLD_DESCRIPTION,1/day for 2 consecutive days
# Temperature Heater Sensor Error SM 90A6,95,THRESHOLDS_DAYS,2
# Temperature Heater Sensor Error SM 90A6,95,THRESHOLD_DATA_DAYS,2
# Pass Error - Unload Gate CM 0621,96,MODULE,CM
# Pass Error - Unload Gate CM 0621,96,ERROR_CODE_VALUE,0621
# Pass Error - Unload Gate CM 0621,96,IHN_LEVEL3_DESC,Pass Error - Unload Gate CM 0621
# Pass Error - Unload Gate CM 0621,96,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Unload Gate CM 0621,96,ERROR_COUNT,5
# Pass Error - Unload Gate CM 0621,96,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Unload Gate CM 0621,96,THRESHOLDS_DAYS,2
# Pass Error - Unload Gate CM 0621,96,THRESHOLD_DATA_DAYS,2
# Axis Z Down Failure CM 06BB,97,MODULE,CM
# Axis Z Down Failure CM 06BB,97,ERROR_CODE_VALUE,06BB
# Axis Z Down Failure CM 06BB,97,IHN_LEVEL3_DESC,Axis Z Down Failure CM 06BB
# Axis Z Down Failure CM 06BB,97,ALGORITHM_TYPE,ERROR_COUNT
# Axis Z Down Failure CM 06BB,97,ERROR_COUNT,4
# Axis Z Down Failure CM 06BB,97,THRESHOLD_DESCRIPTION,4/day for 2 consecutive days
# Axis Z Down Failure CM 06BB,97,THRESHOLDS_DAYS,2
# Axis Z Down Failure CM 06BB,97,THRESHOLD_DATA_DAYS,2
# Carrier Runaway - Load Gate RIM 0B02,98,MODULE,RIM
# Carrier Runaway - Load Gate RIM 0B02,98,ERROR_CODE_VALUE,0B02
# Carrier Runaway - Load Gate RIM 0B02,98,IHN_LEVEL3_DESC,Carrier Runaway - Load Gate RIM 0B02
# Carrier Runaway - Load Gate RIM 0B02,98,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Runaway - Load Gate RIM 0B02,98,ERROR_COUNT,10
# Carrier Runaway - Load Gate RIM 0B02,98,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Carrier Runaway - Load Gate RIM 0B02,98,THRESHOLDS_DAYS,2
# Carrier Runaway - Load Gate RIM 0B02,98,THRESHOLD_DATA_DAYS,2
# Carrier Not Released on Track from STAT Input Gate ISR 5023,99,MODULE,ISR
# Carrier Not Released on Track from STAT Input Gate ISR 5023,99,ERROR_CODE_VALUE,5023
# Carrier Not Released on Track from STAT Input Gate ISR 5023,99,IHN_LEVEL3_DESC,Carrier Not Released on Track from STAT Input Gate ISR 5023
# Carrier Not Released on Track from STAT Input Gate ISR 5023,99,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Not Released on Track from STAT Input Gate ISR 5023,99,ERROR_COUNT,2
# Carrier Not Released on Track from STAT Input Gate ISR 5023,99,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Carrier Not Released on Track from STAT Input Gate ISR 5023,99,THRESHOLDS_DAYS,2
# Carrier Not Released on Track from STAT Input Gate ISR 5023,99,THRESHOLD_DATA_DAYS,2
# High Temperature SRM 0F0A,100,MODULE,SRM
# High Temperature SRM 0F0A,100,ERROR_CODE_VALUE,0F0A
# High Temperature SRM 0F0A,100,IHN_LEVEL3_DESC,High Temperature SRM 0F0A
# High Temperature SRM 0F0A,100,ALGORITHM_TYPE,ERROR_COUNT
# High Temperature SRM 0F0A,100,ERROR_COUNT,5
# High Temperature SRM 0F0A,100,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# High Temperature SRM 0F0A,100,THRESHOLDS_DAYS,2
# High Temperature SRM 0F0A,100,THRESHOLD_DATA_DAYS,2
# Pass Error - Load Gate CM 0622,101,MODULE,CM
# Pass Error - Load Gate CM 0622,101,ERROR_CODE_VALUE,0622
# Pass Error - Load Gate CM 0622,101,IHN_LEVEL3_DESC,Pass Error - Load Gate CM 0622
# Pass Error - Load Gate CM 0622,101,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Load Gate CM 0622,101,ERROR_COUNT,5
# Pass Error - Load Gate CM 0622,101,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Load Gate CM 0622,101,THRESHOLDS_DAYS,2
# Pass Error - Load Gate CM 0622,101,THRESHOLD_DATA_DAYS,2
# Carrier Run Away from Barcode Reader Gate ISR 5003,102,MODULE,ISR
# Carrier Run Away from Barcode Reader Gate ISR 5003,102,ERROR_CODE_VALUE,5003
# Carrier Run Away from Barcode Reader Gate ISR 5003,102,IHN_LEVEL3_DESC,Carrier Run Away from Barcode Reader Gate ISR 5003
# Carrier Run Away from Barcode Reader Gate ISR 5003,102,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Run Away from Barcode Reader Gate ISR 5003,102,ERROR_COUNT,5
# Carrier Run Away from Barcode Reader Gate ISR 5003,102,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Carrier Run Away from Barcode Reader Gate ISR 5003,102,THRESHOLDS_DAYS,2
# Carrier Run Away from Barcode Reader Gate ISR 5003,102,THRESHOLD_DATA_DAYS,2
# Axis Z Down Failure RIM 0B9E,103,MODULE,RIM
# Axis Z Down Failure RIM 0B9E,103,ERROR_CODE_VALUE,0B9E
# Axis Z Down Failure RIM 0B9E,103,IHN_LEVEL3_DESC,Axis Z Down Failure RIM 0B9E
# Axis Z Down Failure RIM 0B9E,103,ALGORITHM_TYPE,ERROR_COUNT
# Axis Z Down Failure RIM 0B9E,103,ERROR_COUNT,4
# Axis Z Down Failure RIM 0B9E,103,THRESHOLD_DESCRIPTION,4/day for 2 consecutive days
# Axis Z Down Failure RIM 0B9E,103,THRESHOLDS_DAYS,2
# Axis Z Down Failure RIM 0B9E,103,THRESHOLD_DATA_DAYS,2
# Carrier Runaway - Load Gate RIM 0BA6,104,MODULE,RIM
# Carrier Runaway - Load Gate RIM 0BA6,104,ERROR_CODE_VALUE,0BA6
# Carrier Runaway - Load Gate RIM 0BA6,104,IHN_LEVEL3_DESC,Carrier Runaway - Load Gate RIM 0BA6
# Carrier Runaway - Load Gate RIM 0BA6,104,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Runaway - Load Gate RIM 0BA6,104,ERROR_COUNT,10
# Carrier Runaway - Load Gate RIM 0BA6,104,THRESHOLD_DESCRIPTION,10/day for 2 consecutive days
# Carrier Runaway - Load Gate RIM 0BA6,104,THRESHOLDS_DAYS,2
# Carrier Runaway - Load Gate RIM 0BA6,104,THRESHOLD_DATA_DAYS,2
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_1,105,MODULE,IOM
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_1,105,ERROR_CODE_VALUE,0405
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_1,105,IHN_LEVEL3_DESC,Unreadable Sample ID or Unreadable Rack ID IOM 0405_1
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_1,105,ALGORITHM_TYPE,SD_HIGH_VOLUME
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_1,105,ERROR_COUNT,1.5
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_1,105,THRESHOLD_DESCRIPTION,1 SD above 30 day mean for 2 consecutive days (high volume)
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_1,105,THRESHOLDS_DAYS,2
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_1,105,THRESHOLD_DATA_DAYS,30
# Pass Error - Full Carrier Diver Gate IOM 0420,106,MODULE,IOM
# Pass Error - Full Carrier Diver Gate IOM 0420,106,ERROR_CODE_VALUE,0420
# Pass Error - Full Carrier Diver Gate IOM 0420,106,IHN_LEVEL3_DESC,Pass Error - Full Carrier Diver Gate IOM 0420
# Pass Error - Full Carrier Diver Gate IOM 0420,106,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Full Carrier Diver Gate IOM 0420,106,ERROR_COUNT,5
# Pass Error - Full Carrier Diver Gate IOM 0420,106,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Full Carrier Diver Gate IOM 0420,106,THRESHOLDS_DAYS,2
# Pass Error - Full Carrier Diver Gate IOM 0420,106,THRESHOLD_DATA_DAYS,2
# Carrier Run Away from Divert Gate ISR 5001,107,MODULE,ISR
# Carrier Run Away from Divert Gate ISR 5001,107,ERROR_CODE_VALUE,5001
# Carrier Run Away from Divert Gate ISR 5001,107,IHN_LEVEL3_DESC,Carrier Run Away from Divert Gate ISR 5001
# Carrier Run Away from Divert Gate ISR 5001,107,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Run Away from Divert Gate ISR 5001,107,ERROR_COUNT,5
# Carrier Run Away from Divert Gate ISR 5001,107,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Carrier Run Away from Divert Gate ISR 5001,107,THRESHOLDS_DAYS,2
# Carrier Run Away from Divert Gate ISR 5001,107,THRESHOLD_DATA_DAYS,2
# Gripper Open Fault During Sample Tube Picking SRM 0EB6,108,MODULE,SRM
# Gripper Open Fault During Sample Tube Picking SRM 0EB6,108,ERROR_CODE_VALUE,0EB6
# Gripper Open Fault During Sample Tube Picking SRM 0EB6,108,IHN_LEVEL3_DESC,Gripper Open Fault During Sample Tube Picking SRM 0EB6
# Gripper Open Fault During Sample Tube Picking SRM 0EB6,108,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Open Fault During Sample Tube Picking SRM 0EB6,108,ERROR_COUNT,2
# Gripper Open Fault During Sample Tube Picking SRM 0EB6,108,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Open Fault During Sample Tube Picking SRM 0EB6,108,THRESHOLDS_DAYS,2
# Gripper Open Fault During Sample Tube Picking SRM 0EB6,108,THRESHOLD_DATA_DAYS,2
# Axis Z Down Failure ROM 0D9A,109,MODULE,ROM
# Axis Z Down Failure ROM 0D9A,109,ERROR_CODE_VALUE,0D9A
# Axis Z Down Failure ROM 0D9A,109,IHN_LEVEL3_DESC,Axis Z Down Failure ROM 0D9A
# Axis Z Down Failure ROM 0D9A,109,ALGORITHM_TYPE,ERROR_COUNT
# Axis Z Down Failure ROM 0D9A,109,ERROR_COUNT,4
# Axis Z Down Failure ROM 0D9A,109,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Axis Z Down Failure ROM 0D9A,109,THRESHOLDS_DAYS,2
# Axis Z Down Failure ROM 0D9A,109,THRESHOLD_DATA_DAYS,2
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_2,110,MODULE,IOM
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_2,110,ERROR_CODE_VALUE,0405
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_2,110,IHN_LEVEL3_DESC,Unreadable Sample ID or Unreadable Rack ID IOM 0405_2
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_2,110,ALGORITHM_TYPE,SD_LOW_VOLUME
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_2,110,ERROR_COUNT,1.5
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_2,110,THRESHOLD_DESCRIPTION,1SD above 30 day mean for 2 consecutive days (low volume)
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_2,110,THRESHOLDS_DAYS,2
# Unreadable Sample ID or Unreadable Rack ID IOM 0405_2,110,THRESHOLD_DATA_DAYS,30
# Pass Error - Unload Gate IOM 0421,111,MODULE,IOM
# Pass Error - Unload Gate IOM 0421,111,ERROR_CODE_VALUE,0421
# Pass Error - Unload Gate IOM 0421,111,IHN_LEVEL3_DESC,Pass Error - Unload Gate IOM 0421
# Pass Error - Unload Gate IOM 0421,111,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Unload Gate IOM 0421,111,ERROR_COUNT,5
# Pass Error - Unload Gate IOM 0421,111,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Unload Gate IOM 0421,111,THRESHOLDS_DAYS,2
# Pass Error - Unload Gate IOM 0421,111,THRESHOLD_DATA_DAYS,2
# Carrier Run Away from Output Gate ISR 5007,112,MODULE,ISR
# Carrier Run Away from Output Gate ISR 5007,112,ERROR_CODE_VALUE,5007
# Carrier Run Away from Output Gate ISR 5007,112,IHN_LEVEL3_DESC,Carrier Run Away from Output Gate ISR 5007
# Carrier Run Away from Output Gate ISR 5007,112,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Run Away from Output Gate ISR 5007,112,ERROR_COUNT,5
# Carrier Run Away from Output Gate ISR 5007,112,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Carrier Run Away from Output Gate ISR 5007,112,THRESHOLDS_DAYS,2
# Carrier Run Away from Output Gate ISR 5007,112,THRESHOLD_DATA_DAYS,2
# Axis Z Down Failure SRM 0EBB,113,MODULE,SRM
# Axis Z Down Failure SRM 0EBB,113,ERROR_CODE_VALUE,0EBB
# Axis Z Down Failure SRM 0EBB,113,IHN_LEVEL3_DESC,Axis Z Down Failure SRM 0EBB
# Axis Z Down Failure SRM 0EBB,113,ALGORITHM_TYPE,ERROR_COUNT
# Axis Z Down Failure SRM 0EBB,113,ERROR_COUNT,4
# Axis Z Down Failure SRM 0EBB,113,THRESHOLD_DESCRIPTION,4/day for 2 consecutive days
# Axis Z Down Failure SRM 0EBB,113,THRESHOLDS_DAYS,2
# Axis Z Down Failure SRM 0EBB,113,THRESHOLD_DATA_DAYS,2
# Unreadable Sample ID AQM E044,114,MODULE,AQM
# Unreadable Sample ID AQM E044,114,ERROR_CODE_VALUE,E044
# Unreadable Sample ID AQM E044,114,IHN_LEVEL3_DESC,Unreadable Sample ID AQM E044
# Unreadable Sample ID AQM E044,114,ALGORITHM_TYPE,PERCENTAGE
# Unreadable Sample ID AQM E044,114,ERROR_COUNT,1.5
# Unreadable Sample ID AQM E044,114,THRESHOLD_DESCRIPTION,1.5%/day for 2 consecutive days
# Unreadable Sample ID AQM E044,114,THRESHOLDS_DAYS,2
# Unreadable Sample ID AQM E044,114,THRESHOLD_DATA_DAYS,2
# Pass Error - Load Gate IOM 0422,115,MODULE,IOM
# Pass Error - Load Gate IOM 0422,115,ERROR_CODE_VALUE,0422
# Pass Error - Load Gate IOM 0422,115,IHN_LEVEL3_DESC,Pass Error - Load Gate IOM 0422
# Pass Error - Load Gate IOM 0422,115,ALGORITHM_TYPE,ERROR_COUNT
# Pass Error - Load Gate IOM 0422,115,ERROR_COUNT,5
# Pass Error - Load Gate IOM 0422,115,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Pass Error - Load Gate IOM 0422,115,THRESHOLDS_DAYS,2
# Pass Error - Load Gate IOM 0422,115,THRESHOLD_DATA_DAYS,2
# Gripper Open Fault During Sample Tube Placing IOM 04B8,116,MODULE,IOM
# Gripper Open Fault During Sample Tube Placing IOM 04B8,116,ERROR_CODE_VALUE,04B8
# Gripper Open Fault During Sample Tube Placing IOM 04B8,116,IHN_LEVEL3_DESC,Gripper Open Fault During Sample Tube Placing IOM 04B8
# Gripper Open Fault During Sample Tube Placing IOM 04B8,116,ALGORITHM_TYPE,ERROR_COUNT
# Gripper Open Fault During Sample Tube Placing IOM 04B8,116,ERROR_COUNT,2
# Gripper Open Fault During Sample Tube Placing IOM 04B8,116,THRESHOLD_DESCRIPTION,2/day for 2 consecutive days
# Gripper Open Fault During Sample Tube Placing IOM 04B8,116,THRESHOLDS_DAYS,2
# Gripper Open Fault During Sample Tube Placing IOM 04B8,116,THRESHOLD_DATA_DAYS,2
# Carrier Run Away from Prepare Gate ISR 5002,117,MODULE,ISM
# Carrier Run Away from Prepare Gate ISR 5002,117,ERROR_CODE_VALUE,5002
# Carrier Run Away from Prepare Gate ISR 5002,117,IHN_LEVEL3_DESC,Carrier Run Away from Prepare Gate ISR 5002
# Carrier Run Away from Prepare Gate ISR 5002,117,ALGORITHM_TYPE,ERROR_COUNT
# Carrier Run Away from Prepare Gate ISR 5002,117,ERROR_COUNT,5
# Carrier Run Away from Prepare Gate ISR 5002,117,THRESHOLD_DESCRIPTION,5/day for 2 consecutive days
# Carrier Run Away from Prepare Gate ISR 5002,117,THRESHOLDS_DAYS,2
# Carrier Run Away from Prepare Gate ISR 5002,117,THRESHOLD_DATA_DAYS,2
# Carrier Runaway At Load Gate During Identification RIM 0BFF,118,MODULE,RIM
# Carrier Runaway At Load Gate During Identification RIM 0BFF,118,ERROR_CODE_VALUE,0BFF
